;base_text;output
5716;remaining: ['fair', 'death', 'comic', 'fighter', 'bond', 'agent', 'state', 'poison', 'date', 'alien', 'plot', 'well', 'round', 'spy', 'undertaker', 'disease', 'leprechaun', 'spring', 'revolution', 'pass', 'embassy', 'change'], hint: war;revolution
5717;remaining: ['fair', 'death', 'comic', 'fighter', 'bond', 'agent', 'state', 'poison', 'date', 'alien', 'plot', 'well', 'round', 'spy', 'undertaker', 'disease', 'leprechaun', 'spring', 'pass', 'embassy', 'change'], hint: california;state
5718;remaining: ['force', 'death', 'war', 'center', 'wind', 'charge', 'novel', 'comic', 'march', 'light', 'vacuum', 'ninja', 'mammoth', 'alien', 'draft', 'club', 'degree', 'genius', 'undertaker', 'lap', 'sub', 'leprechaun', 'revolution', 'change', 'point'], hint: collage;degree
5719;remaining: ['force', 'death', 'war', 'center', 'wind', 'charge', 'novel', 'comic', 'march', 'light', 'vacuum', 'ninja', 'mammoth', 'alien', 'draft', 'club', 'genius', 'undertaker', 'lap', 'sub', 'leprechaun', 'revolution', 'change', 'point'], hint: dot;point
5720;remaining: ['force', 'death', 'war', 'center', 'wind', 'charge', 'novel', 'comic', 'march', 'light', 'vacuum', 'ninja', 'mammoth', 'alien', 'draft', 'club', 'genius', 'undertaker', 'lap', 'sub', 'leprechaun', 'revolution', 'change'], hint: cat;death
5721;remaining: ['force', 'war', 'center', 'wind', 'charge', 'novel', 'comic', 'march', 'light', 'vacuum', 'ninja', 'mammoth', 'alien', 'draft', 'club', 'genius', 'undertaker', 'lap', 'sub', 'leprechaun', 'revolution', 'change'], hint: fight;war
5722;remaining: ['force', 'center', 'wind', 'charge', 'novel', 'comic', 'march', 'light', 'vacuum', 'ninja', 'mammoth', 'alien', 'draft', 'club', 'genius', 'undertaker', 'lap', 'sub', 'leprechaun', 'revolution', 'change'], hint: gas;revolution
5723;remaining: ['force', 'center', 'wind', 'charge', 'novel', 'comic', 'march', 'light', 'vacuum', 'ninja', 'mammoth', 'alien', 'draft', 'club', 'genius', 'undertaker', 'lap', 'sub', 'leprechaun', 'change'], hint: actor;comic
5724;remaining: ['force', 'death', 'war', 'center', 'wind', 'charge', 'novel', 'comic', 'march', 'light', 'vacuum', 'ninja', 'mammoth', 'alien', 'draft', 'club', 'degree', 'genius', 'undertaker', 'lap', 'sub', 'leprechaun', 'revolution', 'change', 'point'], hint: science;lap
5725;remaining: ['force', 'death', 'war', 'center', 'wind', 'charge', 'novel', 'comic', 'march', 'light', 'vacuum', 'ninja', 'mammoth', 'alien', 'draft', 'club', 'degree', 'genius', 'undertaker', 'sub', 'leprechaun', 'revolution', 'change', 'point'], hint: phone;charge
5726;remaining: ['force', 'death', 'war', 'center', 'wind', 'novel', 'comic', 'march', 'light', 'vacuum', 'ninja', 'mammoth', 'alien', 'draft', 'club', 'degree', 'genius', 'undertaker', 'sub', 'leprechaun', 'revolution', 'change', 'point'], hint: month;march
5727;remaining: ['force', 'death', 'war', 'center', 'wind', 'novel', 'comic', 'light', 'vacuum', 'ninja', 'mammoth', 'alien', 'draft', 'club', 'degree', 'genius', 'undertaker', 'sub', 'leprechaun', 'revolution', 'change', 'point'], hint: boby;force
5728;remaining: ['death', 'war', 'center', 'wind', 'novel', 'comic', 'light', 'vacuum', 'ninja', 'mammoth', 'alien', 'draft', 'club', 'degree', 'genius', 'undertaker', 'sub', 'leprechaun', 'revolution', 'change', 'point'], hint: ego;alien
5729;remaining: ['crash', 'war', 'slip', 'wind', 'comic', 'sound', 'light', 'soul', 'poison', 'ninja', 'press', 'boom', 'date', 'club', 'degree', 'pitch', 'roulette', 'cold', 'row', 'round', 'lap', 'capital', 'grace', 'cover', 'day'], hint: tamilnadu;capital
5730;remaining: ['crash', 'war', 'slip', 'wind', 'comic', 'sound', 'light', 'soul', 'poison', 'ninja', 'press', 'boom', 'date', 'club', 'degree', 'pitch', 'roulette', 'cold', 'row', 'round', 'lap', 'grace', 'cover', 'day'], hint: night;day
5731;remaining: ['crash', 'war', 'slip', 'wind', 'comic', 'sound', 'light', 'soul', 'poison', 'ninja', 'press', 'boom', 'date', 'club', 'degree', 'pitch', 'roulette', 'cold', 'row', 'round', 'lap', 'grace', 'cover'], hint: volume;sound
5732;remaining: ['crash', 'war', 'slip', 'wind', 'comic', 'light', 'soul', 'poison', 'ninja', 'press', 'boom', 'date', 'club', 'degree', 'pitch', 'roulette', 'cold', 'row', 'round', 'lap', 'grace', 'cover'], hint: brother;soul
5733;remaining: ['crash', 'war', 'slip', 'wind', 'comic', 'light', 'poison', 'ninja', 'press', 'boom', 'date', 'club', 'degree', 'pitch', 'roulette', 'cold', 'row', 'round', 'lap', 'grace', 'cover'], hint: class;lap
5734;remaining: ['crash', 'war', 'slip', 'wind', 'comic', 'light', 'poison', 'ninja', 'press', 'boom', 'date', 'club', 'degree', 'pitch', 'roulette', 'cold', 'row', 'round', 'grace', 'cover'], hint: tomorrow;date
5735;remaining: ['war', 'poison', 'club', 'degree', 'roulette', 'crash', 'slip', 'wind', 'comic', 'light', 'ninja', 'boom', 'press', 'pitch', 'cold', 'row', 'round', 'grace', 'cover'], hint: green;grace
5736;remaining: ['crash', 'war', 'slip', 'wind', 'comic', 'sound', 'light', 'soul', 'poison', 'ninja', 'press', 'boom', 'date', 'club', 'degree', 'pitch', 'roulette', 'cold', 'row', 'round', 'lap', 'capital', 'grace', 'cover', 'day'], hint: ground;pitch
5737;remaining: ['crash', 'war', 'slip', 'wind', 'comic', 'sound', 'light', 'soul', 'poison', 'ninja', 'press', 'boom', 'date', 'club', 'degree', 'roulette', 'cold', 'row', 'round', 'lap', 'capital', 'grace', 'cover', 'day'], hint: brightness;light
5738;remaining: ['crash', 'war', 'slip', 'wind', 'comic', 'sound', 'soul', 'poison', 'ninja', 'press', 'boom', 'date', 'club', 'degree', 'roulette', 'cold', 'row', 'round', 'lap', 'capital', 'grace', 'cover', 'day'], hint: click;press
5739;remaining: ['crash', 'war', 'slip', 'wind', 'comic', 'sound', 'soul', 'poison', 'ninja', 'boom', 'date', 'club', 'degree', 'roulette', 'cold', 'row', 'round', 'lap', 'capital', 'grace', 'cover', 'day'], hint: drinking;club
5740;remaining: ['crash', 'war', 'slip', 'wind', 'comic', 'sound', 'soul', 'poison', 'ninja', 'boom', 'date', 'degree', 'roulette', 'cold', 'row', 'round', 'lap', 'capital', 'grace', 'cover', 'day'], hint: death;poison
5741;remaining: ['crash', 'war', 'slip', 'wind', 'comic', 'sound', 'soul', 'ninja', 'boom', 'date', 'degree', 'roulette', 'cold', 'row', 'round', 'lap', 'capital', 'grace', 'cover', 'day'], hint: fighting;war
5742;remaining: ['sound', 'soul', 'degree', 'roulette', 'lap', 'crash', 'slip', 'wind', 'comic', 'ninja', 'boom', 'date', 'cold', 'row', 'round', 'capital', 'grace', 'cover', 'day'], hint: fighting;boom
5743;remaining: ['crash', 'degree', 'slip', 'roulette', 'cold', 'wind', 'row', 'round', 'lap', 'day', 'capital', 'comic', 'grace', 'sound', 'cover', 'soul', 'ninja', 'date'], hint: cleaning;ninja
5744;remaining: ['death', 'war', 'cast', 'beat', 'king', 'scientist', 'light', 'spell', 'mine', 'unicorn', 'angel', 'link', 'degree', 'club', 'draft', 'strike', 'ghost', 'cold', 'round', 'spring', 'capital', 'fall', 'embassy', 'pass', 'cycle'], hint: ruler;king
5745;remaining: ['death', 'war', 'cast', 'beat', 'scientist', 'light', 'spell', 'mine', 'unicorn', 'angel', 'link', 'degree', 'club', 'draft', 'strike', 'ghost', 'cold', 'round', 'spring', 'capital', 'fall', 'embassy', 'pass', 'cycle'], hint: legation;embassy
5746;remaining: ['death', 'war', 'cast', 'beat', 'scientist', 'light', 'spell', 'mine', 'unicorn', 'angel', 'link', 'degree', 'club', 'draft', 'strike', 'ghost', 'cold', 'round', 'spring', 'capital', 'fall', 'pass', 'cycle'], hint: tumble;fall
5747;remaining: ['death', 'war', 'cast', 'beat', 'scientist', 'light', 'spell', 'mine', 'unicorn', 'angel', 'link', 'degree', 'club', 'draft', 'strike', 'ghost', 'cold', 'round', 'spring', 'capital', 'pass', 'cycle'], hint: battle;war
5748;remaining: ['death', 'cast', 'beat', 'scientist', 'light', 'spell', 'mine', 'unicorn', 'angel', 'link', 'degree', 'club', 'draft', 'strike', 'ghost', 'cold', 'round', 'spring', 'capital', 'pass', 'cycle'], hint: devil;angel
5749;remaining: ['death', 'cast', 'beat', 'scientist', 'light', 'spell', 'mine', 'unicorn', 'link', 'degree', 'club', 'draft', 'strike', 'ghost', 'cold', 'round', 'spring', 'capital', 'pass', 'cycle'], hint: circle;round
5750;remaining: ['draft', 'club', 'link', 'strike', 'degree', 'ghost', 'spring', 'cycle', 'death', 'cast', 'beat', 'scientist', 'light', 'unicorn', 'spell', 'mine', 'cold', 'capital', 'pass'], hint: hit;beat
5751;remaining: ['draft', 'club', 'link', 'strike', 'degree', 'death', 'ghost', 'cast', 'cold', 'unicorn', 'spring', 'capital', 'pass', 'scientist', 'light', 'cycle', 'spell', 'mine'], hint: horse;unicorn
5752;remaining: ['death', 'war', 'cast', 'beat', 'king', 'scientist', 'light', 'spell', 'mine', 'unicorn', 'angel', 'link', 'degree', 'club', 'draft', 'strike', 'ghost', 'cold', 'round', 'spring', 'capital', 'fall', 'embassy', 'pass', 'cycle'], hint: soul;ghost
5753;remaining: ['death', 'war', 'cast', 'beat', 'king', 'scientist', 'light', 'spell', 'mine', 'unicorn', 'angel', 'link', 'degree', 'club', 'draft', 'strike', 'cold', 'round', 'spring', 'capital', 'fall', 'embassy', 'pass', 'cycle'], hint: bike;cycle
5754;remaining: ['death', 'war', 'cast', 'beat', 'king', 'scientist', 'light', 'spell', 'mine', 'unicorn', 'angel', 'link', 'degree', 'club', 'draft', 'strike', 'cold', 'round', 'spring', 'capital', 'fall', 'embassy', 'pass'], hint: connection;link
5755;remaining: ['death', 'war', 'cast', 'beat', 'king', 'scientist', 'light', 'spell', 'mine', 'unicorn', 'angel', 'degree', 'club', 'draft', 'strike', 'cold', 'round', 'spring', 'capital', 'fall', 'embassy', 'pass'], hint: college;degree
5756;remaining: ['death', 'war', 'cast', 'beat', 'king', 'scientist', 'light', 'spell', 'mine', 'unicorn', 'angel', 'club', 'draft', 'strike', 'cold', 'round', 'spring', 'capital', 'fall', 'embassy', 'pass'], hint: letter;draft
5757;remaining: ['death', 'war', 'cast', 'beat', 'king', 'scientist', 'light', 'spell', 'mine', 'unicorn', 'angel', 'club', 'strike', 'cold', 'round', 'spring', 'capital', 'fall', 'embassy', 'pass'], hint: freeze;cold
5758;remaining: ['war', 'king', 'strike', 'club', 'angel', 'spring', 'death', 'cast', 'beat', 'scientist', 'light', 'unicorn', 'spell', 'mine', 'round', 'capital', 'fall', 'embassy', 'pass'], hint: attack;strike
5759;remaining: ['angel', 'club', 'war', 'death', 'round', 'cast', 'unicorn', 'spring', 'capital', 'fall', 'embassy', 'pass', 'beat', 'king', 'scientist', 'light', 'spell', 'mine'], hint: demise;death
5760;remaining: ['fair', 'trip', 'crash', 'death', 'war', 'charge', 'drop', 'bond', 'agent', 'racket', 'boom', 'spell', 'check', 'draft', 'club', 'stock', 'ghost', 'opera', 'row', 'sub', 'spring', 'capital', 'embassy', 'day', 'wake'], hint: danger;crash, death, boom, drop
5761;remaining: ['fair', 'trip', 'war', 'charge', 'bond', 'agent', 'racket', 'spell', 'check', 'draft', 'club', 'stock', 'ghost', 'opera', 'row', 'sub', 'spring', 'capital', 'embassy', 'day', 'wake'], hint: crowded;club, fair
5762;remaining: ['trip', 'war', 'check', 'draft', 'ghost', 'opera', 'sub', 'spring', 'wake', 'charge', 'bond', 'agent', 'racket', 'spell', 'stock', 'row', 'capital', 'embassy', 'day'], hint: connection;bond
5763;remaining: ['trip', 'draft', 'war', 'stock', 'ghost', 'opera', 'row', 'charge', 'sub', 'spring', 'capital', 'embassy', 'day', 'spell', 'agent', 'racket', 'wake', 'check'], hint: column;row
5764;remaining: ['fair', 'trip', 'crash', 'death', 'war', 'charge', 'drop', 'bond', 'agent', 'racket', 'boom', 'spell', 'check', 'draft', 'club', 'stock', 'ghost', 'opera', 'row', 'sub', 'spring', 'capital', 'embassy', 'day', 'wake'], hint: water;wake, spring
5765;remaining: ['fair', 'trip', 'crash', 'death', 'war', 'charge', 'drop', 'bond', 'agent', 'racket', 'boom', 'spell', 'check', 'draft', 'club', 'stock', 'ghost', 'opera', 'row', 'sub', 'capital', 'embassy', 'day'], hint: night;day
5766;remaining: ['fair', 'trip', 'crash', 'death', 'war', 'charge', 'drop', 'bond', 'agent', 'racket', 'boom', 'spell', 'check', 'draft', 'club', 'stock', 'ghost', 'opera', 'row', 'sub', 'capital', 'embassy'], hint: spy;agent
5767;remaining: ['fair', 'trip', 'crash', 'death', 'war', 'charge', 'drop', 'bond', 'racket', 'boom', 'spell', 'check', 'draft', 'club', 'stock', 'ghost', 'opera', 'row', 'sub', 'capital', 'embassy'], hint: electrical;charge
5768;remaining: ['fair', 'trip', 'crash', 'death', 'war', 'drop', 'bond', 'racket', 'boom', 'spell', 'check', 'draft', 'club', 'stock', 'ghost', 'opera', 'row', 'sub', 'capital', 'embassy'], hint: underwater;sub
5769;remaining: ['trip', 'war', 'check', 'draft', 'club', 'ghost', 'opera', 'fair', 'crash', 'death', 'drop', 'bond', 'racket', 'boom', 'spell', 'stock', 'row', 'capital', 'embassy'], hint: vacation;trip
5770;remaining: ['crash', 'comic', 'scientist', 'march', 'light', 'field', 'green', 'ninja', 'figure', 'date', 'check', 'alien', 'draft', 'link', 'pitch', 'roulette', 'contract', 'genius', 'opera', 'witch', 'sub', 'leprechaun', 'mass', 'cycle', 'compound'], hint: tent;pitch
5771;remaining: ['crash', 'comic', 'scientist', 'march', 'light', 'field', 'green', 'ninja', 'figure', 'date', 'check', 'alien', 'draft', 'link', 'roulette', 'contract', 'genius', 'opera', 'witch', 'sub', 'leprechaun', 'mass', 'cycle', 'compound'], hint: gamble;roulette
5772;remaining: ['crash', 'comic', 'scientist', 'march', 'light', 'field', 'green', 'ninja', 'figure', 'date', 'check', 'alien', 'draft', 'link', 'contract', 'genius', 'opera', 'witch', 'sub', 'leprechaun', 'mass', 'cycle', 'compound'], hint: smart;scientist
5773;remaining: ['crash', 'comic', 'march', 'light', 'field', 'green', 'ninja', 'figure', 'date', 'check', 'alien', 'draft', 'link', 'contract', 'genius', 'opera', 'witch', 'sub', 'leprechaun', 'mass', 'cycle', 'compound'], hint: atom;genius, compound
5774;remaining: ['crash', 'comic', 'scientist', 'march', 'light', 'field', 'green', 'ninja', 'figure', 'date', 'check', 'alien', 'draft', 'link', 'pitch', 'roulette', 'contract', 'genius', 'opera', 'witch', 'sub', 'leprechaun', 'mass', 'cycle', 'compound'], hint: color;green
5775;remaining: ['crash', 'comic', 'scientist', 'march', 'light', 'field', 'ninja', 'figure', 'date', 'check', 'alien', 'draft', 'link', 'pitch', 'roulette', 'contract', 'genius', 'opera', 'witch', 'sub', 'leprechaun', 'mass', 'cycle', 'compound'], hint: music;opera
5776;remaining: ['crash', 'comic', 'scientist', 'march', 'light', 'field', 'ninja', 'figure', 'date', 'check', 'alien', 'draft', 'link', 'pitch', 'roulette', 'contract', 'genius', 'witch', 'sub', 'leprechaun', 'mass', 'cycle', 'compound'], hint: quiet;light
5777;remaining: ['crash', 'comic', 'scientist', 'march', 'field', 'ninja', 'figure', 'date', 'check', 'alien', 'draft', 'link', 'pitch', 'roulette', 'contract', 'genius', 'witch', 'sub', 'leprechaun', 'mass', 'cycle', 'compound'], hint: wind;draft
5778;remaining: ['trip', 'center', 'novel', 'comic', 'march', 'air', 'poison', 'ninja', 'boom', 'date', 'check', 'time', 'mine', 'club', 'link', 'pitch', 'space', 'contract', 'round', 'sub', 'capital', 'revolution', 'ray', 'cycle', 'tag'], hint: america;capital
5779;remaining: ['trip', 'center', 'novel', 'comic', 'march', 'air', 'poison', 'ninja', 'boom', 'date', 'check', 'time', 'mine', 'club', 'link', 'pitch', 'space', 'contract', 'round', 'sub', 'revolution', 'ray', 'cycle', 'tag'], hint: marvel;comic
5780;remaining: ['trip', 'center', 'novel', 'march', 'air', 'poison', 'ninja', 'boom', 'date', 'check', 'time', 'mine', 'club', 'link', 'pitch', 'space', 'contract', 'round', 'sub', 'revolution', 'ray', 'cycle', 'tag'], hint: browsing;center
5781;remaining: ['trip', 'novel', 'march', 'air', 'poison', 'ninja', 'boom', 'date', 'check', 'time', 'mine', 'club', 'link', 'pitch', 'space', 'contract', 'round', 'sub', 'revolution', 'ray', 'cycle', 'tag'], hint: she;mine
5782;remaining: ['trip', 'novel', 'march', 'air', 'poison', 'ninja', 'boom', 'date', 'check', 'time', 'club', 'link', 'pitch', 'space', 'contract', 'round', 'sub', 'revolution', 'ray', 'cycle', 'tag'], hint: full;round
5783;remaining: ['trip', 'novel', 'march', 'air', 'poison', 'ninja', 'boom', 'date', 'check', 'time', 'club', 'link', 'pitch', 'space', 'contract', 'sub', 'revolution', 'ray', 'cycle', 'tag'], hint: divison;
5784;remaining: ['trip', 'center', 'novel', 'comic', 'march', 'air', 'poison', 'ninja', 'boom', 'date', 'check', 'time', 'mine', 'club', 'link', 'pitch', 'space', 'contract', 'round', 'sub', 'capital', 'revolution', 'ray', 'cycle', 'tag'], hint: buy;cycle
5785;remaining: ['trip', 'center', 'novel', 'comic', 'march', 'air', 'poison', 'ninja', 'boom', 'date', 'check', 'time', 'mine', 'club', 'link', 'pitch', 'space', 'contract', 'round', 'sub', 'capital', 'revolution', 'ray', 'tag'], hint: friend;tag
5786;remaining: ['trip', 'center', 'novel', 'comic', 'march', 'air', 'poison', 'ninja', 'boom', 'date', 'check', 'time', 'mine', 'club', 'link', 'pitch', 'space', 'contract', 'round', 'sub', 'capital', 'revolution', 'ray'], hint: conditioner;air
5787;remaining: ['trip', 'center', 'novel', 'comic', 'march', 'poison', 'ninja', 'boom', 'date', 'check', 'time', 'mine', 'club', 'link', 'pitch', 'space', 'contract', 'round', 'sub', 'capital', 'revolution', 'ray'], hint: jet;space
5788;remaining: ['trip', 'center', 'novel', 'comic', 'march', 'poison', 'ninja', 'boom', 'date', 'check', 'time', 'mine', 'club', 'link', 'pitch', 'contract', 'round', 'sub', 'capital', 'revolution', 'ray'], hint: deed;contract
5789;remaining: ['trip', 'war', 'lead', 'slip', 'cast', 'comic', 'march', 'press', 'part', 'check', 'luck', 'angel', 'space', 'ghost', 'centaur', 'opera', 'lap', 'sub', 'row', 'revolution', 'round', 'capital', 'grace', 'cycle', 'superhero'], hint: vehicle;cycle
5790;remaining: ['trip', 'war', 'lead', 'slip', 'cast', 'comic', 'march', 'press', 'part', 'check', 'luck', 'angel', 'space', 'ghost', 'centaur', 'opera', 'lap', 'sub', 'row', 'revolution', 'round', 'capital', 'grace', 'superhero'], hint: fear;ghost
5791;remaining: ['trip', 'war', 'lead', 'slip', 'cast', 'comic', 'march', 'press', 'part', 'check', 'luck', 'angel', 'space', 'centaur', 'opera', 'lap', 'sub', 'row', 'revolution', 'round', 'capital', 'grace', 'superhero'], hint: comedy;comic
5792;remaining: ['trip', 'war', 'lead', 'slip', 'cast', 'march', 'press', 'part', 'check', 'luck', 'angel', 'space', 'centaur', 'opera', 'lap', 'sub', 'row', 'revolution', 'round', 'capital', 'grace', 'superhero'], hint: month;march
5793;remaining: ['trip', 'war', 'lead', 'slip', 'cast', 'press', 'part', 'check', 'luck', 'angel', 'space', 'centaur', 'opera', 'lap', 'sub', 'row', 'revolution', 'round', 'capital', 'grace', 'superhero'], hint: verify;check
5794;remaining: ['trip', 'war', 'lead', 'slip', 'cast', 'comic', 'march', 'press', 'part', 'check', 'luck', 'angel', 'space', 'ghost', 'centaur', 'opera', 'lap', 'sub', 'row', 'revolution', 'round', 'capital', 'grace', 'cycle', 'superhero'], hint: browser;opera
5795;remaining: ['trip', 'war', 'lead', 'slip', 'cast', 'comic', 'march', 'press', 'part', 'check', 'luck', 'angel', 'space', 'ghost', 'centaur', 'lap', 'sub', 'row', 'revolution', 'round', 'capital', 'grace', 'cycle', 'superhero'], hint: circle;round
5796;remaining: ['trip', 'war', 'lead', 'slip', 'cast', 'comic', 'march', 'press', 'part', 'check', 'luck', 'angel', 'space', 'ghost', 'centaur', 'lap', 'sub', 'row', 'revolution', 'capital', 'grace', 'cycle', 'superhero'], hint: white;angel
5797;remaining: ['trip', 'war', 'lead', 'slip', 'cast', 'comic', 'march', 'press', 'part', 'check', 'luck', 'space', 'ghost', 'centaur', 'lap', 'sub', 'row', 'revolution', 'capital', 'grace', 'cycle', 'superhero'], hint: print;press
5798;remaining: ['trip', 'war', 'lead', 'slip', 'cast', 'comic', 'march', 'part', 'check', 'luck', 'space', 'ghost', 'centaur', 'lap', 'sub', 'row', 'revolution', 'capital', 'grace', 'cycle', 'superhero'], hint: picnic;trip
5799;remaining: ['war', 'lead', 'comic', 'march', 'king', 'fighter', 'green', 'state', 'boom', 'alien', 'time', 'mount', 'well', 'draft', 'club', 'genius', 'roulette', 'ghost', 'centaur', 'disease', 'sub', 'fall', 'ray', 'superhero', 'compound'], hint: month;march
5800;remaining: ['war', 'lead', 'comic', 'king', 'fighter', 'green', 'state', 'boom', 'alien', 'time', 'mount', 'well', 'draft', 'club', 'genius', 'roulette', 'ghost', 'centaur', 'disease', 'sub', 'fall', 'ray', 'superhero', 'compound'], hint: spiderman;superhero
5801;remaining: ['war', 'lead', 'comic', 'king', 'fighter', 'green', 'state', 'boom', 'alien', 'time', 'mount', 'well', 'draft', 'club', 'genius', 'roulette', 'ghost', 'centaur', 'disease', 'sub', 'fall', 'ray', 'compound'], hint: legend;genius
5802;remaining: ['war', 'lead', 'comic', 'king', 'fighter', 'green', 'state', 'boom', 'alien', 'time', 'mount', 'well', 'draft', 'club', 'roulette', 'ghost', 'centaur', 'disease', 'sub', 'fall', 'ray', 'compound'], hint: doctor;disease
5803;remaining: ['war', 'lead', 'comic', 'king', 'fighter', 'green', 'state', 'boom', 'alien', 'time', 'mount', 'well', 'draft', 'club', 'roulette', 'ghost', 'centaur', 'sub', 'fall', 'ray', 'compound'], hint: queen;king
5804;remaining: ['war', 'lead', 'comic', 'march', 'king', 'fighter', 'green', 'state', 'boom', 'alien', 'time', 'mount', 'well', 'draft', 'club', 'genius', 'roulette', 'ghost', 'centaur', 'disease', 'sub', 'fall', 'ray', 'superhero', 'compound'], hint: watch;time
5805;remaining: ['war', 'lead', 'comic', 'march', 'king', 'fighter', 'green', 'state', 'boom', 'alien', 'mount', 'well', 'draft', 'club', 'genius', 'roulette', 'ghost', 'centaur', 'disease', 'sub', 'fall', 'ray', 'superhero', 'compound'], hint: newyork;state
5806;remaining: ['war', 'lead', 'comic', 'march', 'king', 'fighter', 'green', 'boom', 'alien', 'mount', 'well', 'draft', 'club', 'genius', 'roulette', 'ghost', 'centaur', 'disease', 'sub', 'fall', 'ray', 'superhero', 'compound'], hint: fear;ghost
5807;remaining: ['war', 'lead', 'comic', 'march', 'king', 'fighter', 'green', 'boom', 'alien', 'mount', 'well', 'draft', 'club', 'genius', 'roulette', 'centaur', 'disease', 'sub', 'fall', 'ray', 'superhero', 'compound'], hint: color;green
5808;remaining: ['war', 'lead', 'comic', 'march', 'king', 'fighter', 'boom', 'alien', 'mount', 'well', 'draft', 'club', 'genius', 'roulette', 'centaur', 'disease', 'sub', 'fall', 'ray', 'superhero', 'compound'], hint: comedy;comic
5809;remaining: ['fair', 'war', 'lead', 'spot', 'center', 'match', 'charge', 'light', 'soul', 'agent', 'racket', 'ninja', 'millionaire', 'unicorn', 'mount', 'plot', 'spell', 'mine', 'link', 'genius', 'row', 'sub', 'mass', 'fall', 'tag'], hint: computer;center
5810;remaining: ['fair', 'war', 'lead', 'spot', 'match', 'charge', 'light', 'soul', 'agent', 'racket', 'ninja', 'millionaire', 'unicorn', 'mount', 'plot', 'spell', 'mine', 'link', 'genius', 'row', 'sub', 'mass', 'fall', 'tag'], hint: ticket;charge
5811;remaining: ['fair', 'war', 'lead', 'spot', 'match', 'light', 'soul', 'agent', 'racket', 'ninja', 'millionaire', 'unicorn', 'mount', 'plot', 'spell', 'mine', 'link', 'genius', 'row', 'sub', 'mass', 'fall', 'tag'], hint: sent;link
5812;remaining: ['fair', 'war', 'lead', 'spot', 'match', 'light', 'soul', 'agent', 'racket', 'ninja', 'millionaire', 'unicorn', 'mount', 'plot', 'spell', 'mine', 'genius', 'row', 'sub', 'mass', 'fall', 'tag'], hint: sound;plot
5813;remaining: ['fair', 'war', 'lead', 'spot', 'match', 'light', 'soul', 'agent', 'racket', 'ninja', 'millionaire', 'unicorn', 'mount', 'spell', 'mine', 'genius', 'row', 'sub', 'mass', 'fall', 'tag'], hint: spar;mount
5814;remaining: ['fair', 'war', 'lead', 'spot', 'center', 'match', 'charge', 'light', 'soul', 'agent', 'racket', 'ninja', 'millionaire', 'unicorn', 'mount', 'plot', 'spell', 'mine', 'link', 'genius', 'row', 'sub', 'mass', 'fall', 'tag'], hint: speak;spell
5815;remaining: ['fair', 'war', 'lead', 'spot', 'center', 'match', 'charge', 'light', 'soul', 'agent', 'racket', 'ninja', 'millionaire', 'unicorn', 'mount', 'plot', 'mine', 'link', 'genius', 'row', 'sub', 'mass', 'fall', 'tag'], hint: bright;light
5816;remaining: ['fair', 'war', 'lead', 'spot', 'center', 'match', 'charge', 'soul', 'agent', 'racket', 'ninja', 'millionaire', 'unicorn', 'mount', 'plot', 'mine', 'link', 'genius', 'row', 'sub', 'mass', 'fall', 'tag'], hint: wife;soul
5817;remaining: ['fair', 'war', 'lead', 'spot', 'center', 'match', 'charge', 'agent', 'racket', 'ninja', 'millionaire', 'unicorn', 'mount', 'plot', 'mine', 'link', 'genius', 'row', 'sub', 'mass', 'fall', 'tag'], hint: energy;mass
5818;remaining: ['fair', 'war', 'lead', 'spot', 'center', 'match', 'charge', 'agent', 'racket', 'ninja', 'millionaire', 'unicorn', 'mount', 'plot', 'mine', 'link', 'genius', 'row', 'sub', 'fall', 'tag'], hint: column;row
5819;remaining: ['force', 'match', 'conductor', 'march', 'fighter', 'scientist', 'state', 'ninja', 'millionaire', 'check', 'luck', 'well', 'link', 'angel', 'strike', 'space', 'contract', 'witch', 'undertaker', 'disease', 'spring', 'grace', 'change', 'cycle', 'point'], hint: good;well
5820;remaining: ['force', 'match', 'conductor', 'march', 'fighter', 'scientist', 'state', 'ninja', 'millionaire', 'check', 'luck', 'link', 'angel', 'strike', 'space', 'contract', 'witch', 'undertaker', 'disease', 'spring', 'grace', 'change', 'cycle', 'point'], hint: movie;fighter
5821;remaining: ['force', 'match', 'conductor', 'march', 'scientist', 'state', 'ninja', 'millionaire', 'check', 'luck', 'link', 'angel', 'strike', 'space', 'contract', 'witch', 'undertaker', 'disease', 'spring', 'grace', 'change', 'cycle', 'point'], hint: fast;force
5822;remaining: ['match', 'conductor', 'march', 'scientist', 'state', 'ninja', 'millionaire', 'check', 'luck', 'link', 'angel', 'strike', 'space', 'contract', 'witch', 'undertaker', 'disease', 'spring', 'grace', 'change', 'cycle', 'point'], hint: season;spring
5823;remaining: ['match', 'conductor', 'march', 'scientist', 'state', 'ninja', 'millionaire', 'check', 'luck', 'link', 'angel', 'strike', 'space', 'contract', 'witch', 'undertaker', 'disease', 'grace', 'change', 'cycle', 'point'], hint: graph;point
5824;remaining: ['match', 'conductor', 'march', 'scientist', 'state', 'ninja', 'millionaire', 'check', 'luck', 'link', 'angel', 'strike', 'space', 'contract', 'witch', 'undertaker', 'disease', 'grace', 'change', 'cycle'], hint: hospital;disease
